credito_id,numero_pago,fecha,saldo_inicial_centavos,capital_centavos,interes_centavos,iva_interes_centavos,mensualidad_centavos,saldo_final_centavos,estatus,fecha_pago
cred_carmen_hipotecario,212,2035-12-10,47050795,1395650,427378,68380,1891408,45655145,pendiente,
cred_carmen_hipotecario,213,2036-01-10,45655145,1410355,414701,66352,1891408,44244790,pendiente,
cred_carmen_hipotecario,214,2036-02-10,44244790,1425216,401890,64302,1891408,42819574,pendiente,
cred_carmen_hipotecario,215,2036-03-10,42819574,1440233,388944,62231,1891408,41379341,pendiente,
cred_carmen_hipotecario,216,2036-04-10,41379341,1455408,375862,60138,1891408,39923933,pendiente,
cred_carmen_hipotecario,217,2036-05-10,39923933,1470743,362642,58023,1891408,38453190,pendiente,
cred_carmen_hipotecario,218,2036-06-10,38453190,1486240,349283,55885,1891408,36966950,pendiente,
cred_carmen_hipotecario,219,2036-07-10,36966950,1501900,335783,53725,1891408,35465050,pendiente,
cred_carmen_hipotecario,220,2036-08-10,35465050,1517724,322141,51543,1891408,33947326,pendiente,
cred_carmen_hipotecario,221,2036-09-10,33947326,1533716,308355,49337,1891408,32413610,pendiente,
cred_carmen_hipotecario,222,2036-10-10,32413610,1549876,294424,47108,1891408,30863734,pendiente,
cred_carmen_hipotecario,223,2036-11-10,30863734,1566207,280346,44855,1891408,29297527,pendiente,
cred_carmen_hipotecario,224,2036-12-10,29297527,1582710,266119,42579,1891408,27714817,pendiente,
cred_carmen_hipotecario,225,2037-01-10,27714817,1599386,251743,40279,1891408,26115431,pendiente,
cred_carmen_hipotecario,226,2037-02-10,26115431,1616239,237215,37954,1891408,24499192,pendiente,
cred_carmen_hipotecario,227,2037-03-10,24499192,1633269,222534,35605,1891408,22865923,pendiente,
cred_carmen_hipotecario,228,2037-04-10,22865923,1650477,207699,33232,1891408,21215446,pendiente,
cred_carmen_hipotecario,229,2037-05-10,21215446,1667868,192707,30833,1891408,19547578,pendiente,
cred_carmen_hipotecario,230,2037-06-10,19547578,1685442,177557,28409,1891408,17862136,pendiente,
cred_carmen_hipotecario,231,2037-07-10,17862136,1703200,162248,25960,1891408,16158936,pendiente,
cred_carmen_hipotecario,232,2037-08-10,16158936,1721147,146777,23484,1891408,14437789,pendiente,
cred_carmen_hipotecario,233,2037-09-10,14437789,1739282,131143,20983,1891408,12698507,pendiente,
cred_carmen_hipotecario,234,2037-10-10,12698507,1757608,115345,18455,1891408,10940899,pendiente,
cred_carmen_hipotecario,235,2037-11-10,10940899,1776127,99380,15901,1891408,9164772,pendiente,
cred_carmen_hipotecario,236,2037-12-10,9164772,1794841,83247,13320,1891408,7369931,pendiente,
cred_carmen_hipotecario,237,2038-01-10,7369931,1813753,66944,10711,1891408,5556178,pendiente,
cred_carmen_hipotecario,238,2038-02-10,5556178,1832864,50469,8075,1891408,3723314,pendiente,
cred_carmen_hipotecario,239,2038-03-10,3723314,1852177,33820,5411,1891408,1871137,pendiente,
cred_carmen_hipotecario,240,2038-04-10,1871137,1871137,16996,2719,1890852,0,pendiente,
cred_carmen_auto,1,2024-03-15,45000000,690413,483750,77400,1251563,44309587,pagado,2024-03-15
cred_carmen_auto,2,2024-04-15,44309587,699023,476328,76212,1251563,43610564,pagado,2024-04-15
cred_carmen_auto,3,2024-05-15,43610564,707739,468814,75010,1251563,42902825,pagado,2024-05-15
cred_carmen_auto,4,2024-06-15,42902825,716565,461205,73793,1251563,42186260,pagado,2024-06-15
cred_carmen_auto,5,2024-07-15,42186260,725501,453502,72560,1251563,41460759,pagado,2024-07-15
cred_carmen_auto,6,2024-08-15,41460759,734548,445703,71312,1251563,40726211,pagado,2024-08-15
cred_carmen_auto,7,2024-09-15,40726211,743707,437807,70049,1251563,39982504,pagado,2024-09-15
cred_carmen_auto,8,2024-10-15,39982504,752981,429812,68770,1251563,39229523,pagado,2024-10-15
cred_carmen_auto,9,2024-11-15,39229523,762371,421717,67475,1251563,38467152,pagado,2024-11-15
cred_carmen_auto,10,2024-12-15,38467152,771877,413522,66164,1251563,37695275,pagado,2024-12-15
cred_carmen_auto,11,2025-01-15,37695275,781503,405224,64836,1251563,36913772,pagado,2025-01-15
cred_carmen_auto,12,2025-02-15,36913772,791248,396823,63492,1251563,36122524,pagado,2025-02-15
cred_carmen_auto,13,2025-03-15,36122524,801115,388317,62131,1251563,35321409,pagado,2025-03-15
cred_carmen_auto,14,2025-04-15,35321409,811105,379705,60753,1251563,34510304,pagado,2025-04-15
cred_carmen_auto,15,2025-05-15,34510304,821219,370986,59358,1251563,33689085,pagado,2025-05-15
cred_carmen_auto,16,2025-06-15,33689085,831460,362158,57945,1251563,32857625,pagado,2025-06-15
cred_carmen_auto,17,2025-07-15,32857625,841829,353219,56515,1251563,32015796,pagado,2025-07-15
cred_carmen_auto,18,2025-08-15,32015796,852326,344170,55067,1251563,31163470,pagado,2025-08-15
cred_carmen_auto,19,2025-09-15,31163470,862955,335007,53601,1251563,30300515,pagado,2025-09-15
cred_carmen_auto,20,2025-10-15,30300515,873715,325731,52117,1251563,29426800,pagado,2025-10-15
cred_carmen_auto,21,2025-11-15,29426800,884611,316338,50614,1251563,28542189,pagado,2025-11-15
cred_carmen_auto,22,2025-12-15,28542189,895641,306829,49093,1251563,27646548,pagado,2025-12-15
cred_carmen_auto,23,2026-01-15,27646548,906811,297200,47552,1251563,26739737,pagado,2026-01-15
cred_carmen_auto,24,2026-02-15,26739737,918119,287452,45992,1251563,25821618,pagado,2026-02-15
cred_carmen_auto,25,2026-03-15,25821618,929568,277582,44413,1251563,24892050,pagado,2026-03-15
cred_carmen_auto,26,2026-04-15,24892050,941159,267590,42814,1251563,23950891,pagado,2026-04-15
cred_carmen_auto,27,2026-05-15,23950891,952895,257472,41196,1251563,22997996,pagado,2026-05-15
cred_carmen_auto,28,2026-06-15,22997996,964779,247228,39556,1251563,22033217,pagado,2026-06-15
cred_carmen_auto,29,2026-07-15,22033217,976809,236857,37897,1251563,21056408,pagado,2026-07-15
cred_carmen_auto,30,2026-08-15,21056408,988990,226356,36217,1251563,20067418,pagado,2026-08-15
cred_carmen_auto,31,2026-09-15,20067418,1001322,215725,34516,1251563,19066096,pagado,2026-09-15
cred_carmen_auto,32,2026-10-15,19066096,1013808,204961,32794,1251563,18052288,pendiente,
cred_carmen_auto,33,2026-11-15,18052288,1026451,194062,31050,1251563,17025837,pendiente,
cred_carmen_auto,34,2026-12-15,17025837,1039251,183028,29284,1251563,15986586,pendiente,
cred_carmen_auto,35,2027-01-15,15986586,1052210,171856,27497,1251563,14934376,pendiente,
cred_carmen_auto,36,2027-02-15,14934376,1065331,160545,25687,1251563,13869045,pendiente,
cred_carmen_auto,37,2027-03-15,13869045,1078616,149092,23855,1251563,12790429,pendiente,
cred_carmen_auto,38,2027-04-15,12790429,1092066,137497,22000,1251563,11698363,pendiente,
cred_carmen_auto,39,2027-05-15,11698363,1105685,125757,20121,1251563,10592678,pendiente,
cred_carmen_auto,40,2027-06-15,10592678,1119473,113871,18219,1251563,9473205,pendiente,
cred_carmen_auto,41,2027-07-15,9473205,1133432,101837,16294,1251563,8339773,pendiente,
cred_carmen_auto,42,2027-08-15,8339773,1147566,89653,14344,1251563,7192207,pendiente,
cred_carmen_auto,43,2027-09-15,7192207,1161876,77316,12371,1251563,6030331,pendiente,
cred_carmen_auto,44,2027-10-15,6030331,1176365,64826,10372,1251563,4853966,pendiente,
cred_carmen_auto,45,2027-11-15,4853966,1191034,52180,8349,1251563,3662932,pendiente,
cred_carmen_auto,46,2027-12-15,3662932,1205886,39377,6300,1251563,2457046,pendiente,
cred_carmen_auto,47,2028-01-15,2457046,1220924,26413,4226,1251563,1236122,pendiente,
cred_carmen_auto,48,2028-02-15,1236122,1236122,13288,2126,1251536,0,pendiente,
